Date (UTC),Tx Hash,Block,Gas (ETH),Gas (USD),APY Before %,APY After %,APY Δ (pp)
04-10-2025 13:19,0x070c3aed5b9cf1893899d10bfcfe61ae4eca9762faf249a4476847350c450d30,23504670,0.0004769994780387,2.1515882142792058,7.410677678149316,6.976754384749566,-0.4339232933997499
04-10-2025 13:21,0x86d7d82eeb21e1cf02009b95701c18d667a8cb069996251777261dc9d2387a18,23504677,0.0004713904069043,2.1262875338769036,6.559183338967502,6.80606410619216,0.246880767224658
04-10-2025 14:40,0x890f358bc30a47412a6a98fa7d228e7ce34af8d21c355268059dd2164b365e21,23505069,0.0003817225234699,1.7180022843547222,6.6108980850265375,6.725932475015921,0.1150343899893835
04-10-2025 17:50,0xd6d25ea97bab333c7931f49cfc278b8c5b4c77d93bbf0769c339d25d152a07a3,23506015,0.0005988780643084,2.6799908400538004,6.051029551730174,7.913657965210768,1.8626284134805935
04-10-2025 18:33,0xa23dfc8d65bec009822defa4a8154ba8c90108ff3db8b267e2a1a1ca51cccb41,23506227,0.0005967262515673,2.666483189653583,6.264056679208596,6.497723577493398,0.2336668982848015
04-10-2025 19:14,0x8cddea814ac0908fc8a6a91f19719b4d3bca9e9dda220056d29a9c328f5cc953,23506429,0.0005970851351116,2.6627548976925364,6.12846535901664,6.369197945846596,0.2407325868299565
04-10-2025 21:03,0x44d84f17b99d50fe246215bb0875994d4d467343efc7ac4254376927ef2e040f,23506974,0.000491778986603,2.2007964074035007,6.4333014741541135,6.860071753398579,0.4267702792444652
04-10-2025 22:33,0xc9daf24f658ea8b1550564e4377be361d262507bade14a644ce6aba9acb45138,23507421,0.0006006787635835,2.6964409629389783,6.383770746641297,6.6072883575224886,0.2235176108811911
05-10-2025 00:33,0x458f17948a95c6a24d3d4674a0f4f04b2e59e08b65e977b55654d19bf3af6735,23508016,0.0005907960305607,2.651411217182541,6.484661402040555,6.606444594454078,0.121783192413523
05-10-2025 03:33,0x06c8fafab6be2df5eab2c14a37f872d50404199076072853d97eb8a596c945fe,23508911,0.0004704965502753,2.1454472000075797,6.805976688936553,6.981029912209409,0.1750532232728554
05-10-2025 04:03,0xe9d7f8336a846f2e75093d42c11071c77de15093a7ccf56713e3e77a797aecce,23509059,0.0004800878735643,2.1753713823278176,7.312983106085069,7.5830180214878835,0.2700349154028147
05-10-2025 08:41,0x5d5fd65d4ad93561dc3fc15130b5247a7ad6795a4ed07eeceff67d47d92360da,23510436,0.0003859107526576,1.7780215022824668,6.331619188196087,6.626140289573673,0.2945211013775859
05-10-2025 08:42,0x55db2bd9b84d879fdfe88c6da3c889405dcfd598248d941344ae0a459acc55d6,23510443,0.0003786822846491,1.7447175026938373,6.04094282119294,6.271530612511076,0.2305877913181362
05-10-2025 11:33,0xad19d96cdf3b430ceb6ae2e99945b50c68313a63568c138f0f231abf2d5a3d64,23511295,0.000350653328826,1.594813417900471,4.852300228496627,5.063667353413918,0.2113671249172917
07-10-2025 04:04,0xa12007f292794ff73cad865632b28a2288da0db6ddfa99b2a07613f74f2cfc58,23523374,0.0005984904299574,2.8070817089163227,4.649193288379036,4.864088296127365,0.2148950077483293
10-10-2025 14:35,0x28bb843150704e204e8d28e11855c46a15871470be1d75dbe2d2346188fcc606,23547961,0.001010564663536989,4.370435582376583,4.264657481057006,4.693818416851423,0.4291609357944166
11-10-2025 12:51,0xbe20b45061bfeba07ef4013dec233a3cb6eb5f33e687f0289a06b5d1056ae9ae,23554601,0.000827596516911201,3.1609552405513175,4.406204310620826,4.808642460624777,0.40243815000395156
11-10-2025 14:14,0x65868da4b4c7d1e3b829131736b8cb5b9d4622571ffdde976b6ce28d4e46f5b4,23555013,0.00060232384787394,2.3083544835282166,6.104935769490686,10.401597643560418,4.296661874069732
11-10-2025 14:18,0xc63e51165edfffe3980347b9a596bf2dffa0958ee163876f99e37eccbb752c8f,23555031,0.000788357405523708,3.0213121364641538,9.741059031751904,14.895340345461086,5.154281313709182
11-10-2025 14:32,0x9585286328fa19cf5423c97e97307c0d93c5739d3eea421eb8fe3b38d71ade2d,23555100,0.000629839797868565,2.4015614881870024,8.623128561184739,10.612018313152744,1.9888897519680047
11-10-2025 16:25,0x49061670254b4ce46de3c014ae59db219f884cc174df8945a27290dca4b7f2e4,23555661,0.000700937502823143,2.687898068480703,5.003571006752694,7.162206431574674,2.1586354248219797
11-10-2025 17:32,0x888b86e2cf7d5b2efa26c7ae1157fd081d77355526cfabafc283ea617b2b89a5,23555992,0.000669185394008164,2.571360436796738,5.766643721386552,6.009940629782147,0.24329690839559515
11-10-2025 17:37,0x7b0abf98b6e16a92c4f3e0d04758d53807d3bbbb4c0aa42896fd63ca0764350c,23556020,0.000667008606972275,2.5629960819953115,6.842587930051352,7.401032372056461,0.5584444420051087
11-10-2025 18:04,0x58fec9563c6d17cbd0ab27bfa804247a6b5aff78d6d80dc46c6197f0a9dcdf53,23556153,0.0005180170859864,1.9803062051005753,5.904382802219305,6.158556985876364,0.25417418365705835
11-10-2025 18:28,0xc2adf86f86adc4a4c9bc2d3d43aa41b1b24b7d1b66a0433ce5f3c0e6ecc1563b,23556268,0.000527265580318284,2.015661893568635,5.829215479729233,7.348689145595196,1.5194736658659629
11-10-2025 23:28,0xe2418555ed59588c2dd07809a7db104ba89cc76e91d10d4aeb772a1d7fbf8447,23557762,0.00038973789864925,1.4572611820814376,5.556024280998942,6.831488720673776,1.2754644396748338
12-10-2025 02:39,0x705cfa12987399dfc48ffc1ae09bc77084792416b9f97f07817c41c6d1695468,23558713,0.00037149383500345,1.388035856984379,6.619589686771054,13.862075595567537,7.242485908796484
12-10-2025 05:37,0xc72453d91947e9e869ec42b18b23edfccf1c6997972a9049821ba1728468520a,23559601,0.00058554917200098,2.2325233280881362,6.987331516991914,7.466399705609884,0.47906818861796996
12-10-2025 06:23,0xe9a8eccfeb92ba4cca49acdbcb25dd801736e8bb1fba5115c7e4dd6b1eb07f78,23559827,0.000585123808483005,2.2379368033996987,6.398801188898242,7.399767283557794,1.0009660946595522
12-10-2025 06:32,0xc155e85a0b98c2bb643a3259c8b75012a30e7d4a3cd1e034bf4d1713e9244f97,23559871,0.000364142400475542,1.3927440105630176,7.331831458066231,6.449245787353731,-0.8825856707125004
12-10-2025 06:32,0xccd9d15070c75954ca5184d9c9a11bda24e1f79f479ef9c5473736339056e5a2,23559873,0.00047522191666975,1.817592450826188,6.449253407225607,6.691141068590727,0.2418876613651202
12-10-2025 06:48,0x6d602aabe482ad26004b77c311312f494f98d3f23f853eb7cf0031f88ff573c6,23559952,0.000476087483265066,1.8209030037576663,7.32475912630604,7.564769967052212,0.24001084074617207
12-10-2025 09:31,0x049b21892e1f18f7ef53ec62d7fedc6233a50c0fa7bde34caf8ea76f31f8fd25,23560766,0.000582504973402275,2.227410807814662,5.936563125239369,6.529977228385545,0.5934141031461762
12-10-2025 13:02,0x2e8533db8906ca273fd17560009ae2a4d83130682532a52d5e7c7244cadafd9e,23561814,0.000367203098705625,1.4105052240037024,5.673860240177379,6.2452386554873325,0.5713784153099537
12-10-2025 13:59,0xf0eb9f886f3bf41fd83d46409ddd1d6bdb5515fc9b511d8f253a4d1a7039b3a2,23562097,0.000491933245134276,1.8754945624012613,5.7896651178401575,6.128208371505102,0.33854325366494464
12-10-2025 15:26,0xdea68f1c0a535909bb2c997ab538fd8884ccef4ed8fd0a75665024ecbddcf11a,23562530,0.001669242901930686,6.790899934085288,6.820038493610981,7.08845562795678,0.26841713434579884
12-10-2025 15:32,0x014675e474b9a03b929b5f9b6521119387e90053f0e85a4a1b8b4b1ebf23b7a6,23562558,0.001816319226317916,7.337667779255138,4.705637495443599,5.474999970454635,0.7693624750110359
12-10-2025 17:31,0x4ce606daf96a1dce8e7d769bdd9cbd787b7305daf0a83970ea67c2a523364ed8,23563151,0.001177107347016195,4.879579263362265,4.780107069726543,5.30873195665246,0.5286248869259174
